name,lat,lon,date_bce,circle_pos,cluster,source,is_monumental,type
Tol-e Nurabad,30.1166,51.5,-5306,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-4183,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-4593,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-4807,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-5335,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-5308,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-5293,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-5155,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-4118,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tol-e Nurabad,30.1166,51.5,-4048,342.3946153517478,Iran / Persia,p3k14c,False,radiocarbon
Tepe Suruvan,30.183576,51.498066,-550,342.4022364192999,Iran / Persia,pleiades,False,settlement
Nurabad,30.0999794031,51.4595123282,-30,342.42802727236403,Iran / Persia,pleiades,True,"tower-single, fort"
Da u Dukhtar,30.351486,51.347925,-330,342.5462261897362,Iran / Persia,pleiades,True,tomb
Untitled,30.285271,51.280998,-30,342.59799861681086,Iran / Persia,pleiades,False,bridge
Chahar Deh,30.31731,50.907919,-30,342.92167419965085,Iran / Persia,pleiades,True,temple
