# Soreq Cave, Israel Speleothem Oxygen Isotope Data 33.8-4.4 ky BP
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed. 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page:  https://www.ncei.noaa.gov/access/paleo-search/study/23099
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-cave-23099
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Speleothems
#
# Dataset_DOI: 10.25921/z24q-7625
#
# Science_Keywords:
#--------------------
# Resource_Links
#   
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/speleothem/asia/israel/soreq2012d18o-noaa.txt
#   Data_Download_Description: NOAA Template File; Soreq Cave d18O 33.8-4.4 ky BP
#
#--------------------
# Contribution_Date
#   Date: 2017-11-09
#--------------------
# File_Last_Modified_Date
#   Date: 2025-03-31
#--------------------
# Title
#   Study_Name: Soreq Cave, Israel Speleothem Oxygen Isotope Data 33.8-4.4 ky BP
#--------------------
# Investigators
#   Investigators: Orland, I.J.; Bar-Matthews, M.; Ayalon, A.; Matthews, A.; Kozdon, R.; Ushikubo, T.; Valley, J.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oxygen isotope data and age model from sample 2N of Soreq Cave near Jerusalem, Israel. Provided Keywords: oxygen isotopes, seasonality, SIMS
#--------------------
# Publication 
#   Authors: Ian J. Orland, Miryam Bar-Matthews, Avner Ayalon, Alan Matthews, Reinhard Kozdon, Takayuki Ushikubo, John W. Valley
#   Published_Date_or_Year: 2012-07-15
#   Published_Title: Seasonal resolution of Eastern Mediterranean climate change since 34 ka from a Soreq Cave speleothem
#   Journal_Name: Geochimica et Cosmochimica Acta
#   Volume: 89
#   Edition: 
#   Issue: 
#   Pages: 240-255
#   Report_Number: 
#   DOI: 10.1016/j.gca.2012.04.035
#   Online_Resource: http://www.sciencedirect.com/science/article/pii/S0016703712002402
#   Full_Citation:
#   Abstract: The combination of ion microprobe analysis of d18O and confocal laser fluorescent microscope imaging of annual growth bands in a Soreq Cave speleothem provides sub-annual-scale climate information between 34 and 4 ka. This high-resolution methodology is ideal both for comparing seasonal climate patterns across broad windows of time and examining rapid climate events, such as the Younger Dryas termination, in detail. The sub-annual d18O gradients we report represent a combination of seasonal variability in rainfall amount and air temperature. A distinct change in both the pattern of fluorescent banding and the gradient of d18O measured in situ across single, annual growth bands indicates a change in seasonal climate patterns of the Eastern Mediterranean region following Heinrich event 1 and again after the Younger Dryas. Throughout the Holocene, wet winters and dry summers characterized regional climate. During the Younger Dryas, we find that regional climate may have been more arid than in the Holocene, but the fluorescent banding pattern indicates that the supply of dripwater to the cave was more consistent year-round. We suggest that a reduced gradient of seasonal precipitation, occasional snowfall, and vegetation differences may have all contributed to the isotope and fluorescent banding patterns observed during Heinrich event 1 and the last glacial stadial. Detailed investigation of the Younger Dryas termination reveals a rapid onset of regional environmental change. Fluorescent band counting indicates that the Younger Dryas termination, as recorded by rainfall in the Eastern Mediterranean, spanned a minimum of 12 years.
#--------------------
# Funding_Agency
#  Funding_Agency_Name: US National Science Foundation
#  Grant: AGS-10-03487, EAR-08-38058, EAR-03-19230, EAR-07-44079, EAR-10-53466 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Energy
#   Grant: 93ER14389 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: United States-Israel Binational Science Foundation
#   Grant: 2010316
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Comer Science and Education Foundation
#   Grant: 
#--------------------
# Site_Information 
#   Site_Name: Soreq Cave
#   Location: Israel
#   Northernmost_Latitude: 31.8
#   Southernmost_Latitude: 31.8
#   Easternmost_Longitude: 35.0
#   Westernmost_Longitude: 35.0
#   Elevation_m: 400
#--------------------
# Data_Collection  
#   Collection_Name: Soreq2Nd18O
#   First_Year: 33804
#   Last_Year: 4440
#   Time_Unit: cal yr BP
#   Core_Length_m: 
#   Parameter_Keywords: 
#   Notes:
#--------------------
# Chronology_Information
#   Chronology: Uranium-Thorium
#     Chronology_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/templates/noaa-wds-paleo-uth-terms.csv
#   Chronology_Download_Description: Uranium-Thorium terms and definitions.
#   Chronology_Notes: New U–Th disequilibrium ages of sample 2N acquired by multi-collector inductively coupled plasma mass spectrometer analysis at the Geological Survey of Israel. 
#   Rejection_Rationale:
#   238U_Decay_Constant:
#   234U_Decay_Constant:
#   230Th_Decay_Constant:
#   Initial_230Th/232Th: 1.69
#   Initial_230Th/232Th_Method: established in the detailed isochron study of Soreq Cave speleothems by Kaufman et al. (1998)
#   Age_Model_Method: linear interpolation between 11 selected U–Th dates
#   Missing_Values: na
#   Chronology_Table:
# samp_id	depth_top_mm	U_ppm	U_2s_ppm	234U_238U_act	234U_238U_act_2s	230Th_234U_act	230Th_234U_act_2s	230Th_232Th_act	230Th_232Th_act_2s	age_uncorr_BM	age_uncorr_2s_yr	age_corr_BP1950	age_corr_2s_yr
# 2N-1	4.6	0.4200	0.0003	1.02401	0.00120	0.04735	0.00070	13.10	0.20	5300	300	4500	200
# 2N-3B	13.7	0.3898	0.0003	1.01753	0.00113	0.05845	0.00094	10.29	0.17	6500	200	5400	300
# 2N-12	40.8	0.3536	0.0004	1.04713	0.00150	0.08501	0.00121	5.05	0.08	9700	280	6300	400
# 2N-13	45.3	0.3219	0.0002	1.03091	0.00070	0.11127	0.00094	6.05	0.05	12900	260	9200	400
# 2N-16	73.9	0.3898	0.0003	1.03186	0.00124	0.10284	0.00074	16.40	0.12	11800	180	10600	300
# 2N-17B	82.7	0.3611	0.0004	1.02960	0.00124	0.15299	0.00172	4.40	0.05	18000	470	11200	600
# 2N-18	88.2	0.3826	0.0003	1.04747	0.00163	0.14812	0.00164	6.41	0.07	17400	500	12900	500
# 2N-21	103.9	0.7739	0.0006	1.05889	0.00111	0.14585	0.00094	27.70	0.19	17100	240	16100	400
# 2N-25	124.7	0.5966	0.0005	1.07111	0.00147	0.19409	0.00217	41.63	0.49	23400	600	22500	700
# 2N-26	127.4	0.6305	0.0004	1.06448	0.00114	0.24987	0.00330	17.45	0.24	31200	1000	28400	1100
# 2N-27	129.8	0.5113	0.0005	1.06262	0.00089	0.25501	0.00291	53.26	0.67	32000	840	31000	1000
#--------------------
# Variables  
#
# PaST_Thesaurus_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/PaST-thesaurus/SKOS/past-thesaurus-v1.0.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## depth_mm	depth,,,millimeter,,speleothems,,,N,horizontal distance in mm from the edge of the sample 2N slab
## age_yrBP	age,,,calendar year before present,,speleothems,,,N, present defined as 1950 CE; age model is a linear interpolation between U-Th ages; linear extrapolation of observed growth rates is extended to data not bracketed by dates
## d18O_VPDB	delta 18O,calcite,,per mil VPDB,,speleothems,,multiple collector secondary ion mass spectrometry,N,10um-diameter analysis spots
## d18O_VPDB_err	delta 18O,calcite,two standard deviations,per mil VPDB,,speleothems,,multiple collector secondary ion mass spectrometry,N,spot-to-spot reproducibility; 10um-diameter analysis spots
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values:
depth_mm	age_yrBP	d18O_VPDB	d18O_VPDB_err
4.000	4440	-6.33	0.35
4.027	4443	-6.12	0.35
4.052	4445	-6.47	0.35
4.144	4454	-6.53	0.35
4.218	4462	-6.70	0.35
4.243	4464	-6.11	0.35
4.272	4467	-7.47	0.16
4.287	4468	-5.33	0.16
4.309	4471	-5.26	0.16
4.363	4476	-6.55	0.16
4.551	4495	-6.24	0.16
4.581	4498	-6.05	0.16
4.654	4505	-5.98	0.16
5.848	4623	-5.61	0.16
5.870	4625	-5.62	0.16
5.986	4637	-6.52	0.16
6.008	4639	-6.58	0.16
6.028	4641	-6.56	0.16
6.045	4643	-6.11	0.16
6.068	4645	-5.49	0.36
6.085	4647	-5.91	0.36
6.111	4649	-5.92	0.36
6.335	4671	-5.77	0.36
6.672	4705	-6.49	0.36
6.827	4720	-6.06	0.36
6.899	4727	-6.34	0.36
6.926	4730	-6.13	0.36
7.243	4762	-6.53	0.36
7.263	4764	-7.35	0.36
7.288	4766	-5.72	0.33
7.344	4772	-6.77	0.33
7.376	4775	-7.47	0.33
7.397	4777	-7.20	0.33
7.429	4780	-7.30	0.36
7.541	4791	-6.58	0.33
7.572	4794	-6.11	0.33
7.713	4808	-6.34	0.33
7.737	4811	-6.98	0.33
7.915	4828	-5.79	0.33
8.008	4837	-6.79	0.33
8.035	4840	-6.06	0.31
9.212	4957	-5.60	0.31
9.259	4961	-5.66	0.31
10.037	5039	-6.24	0.31
10.094	5044	-6.25	0.31
10.242	5059	-6.55	0.31
10.392	5074	-6.05	0.31
10.577	5092	-6.56	0.31
10.648	5099	-6.05	0.31
10.766	5111	-5.94	0.31
11.416	5175	-6.10	0.35
11.524	5186	-5.82	0.35
11.772	5211	-5.77	0.35
12.000	5233	-6.20	0.35
12.021	5235	-5.53	0.35
12.039	5237	-6.00	0.35
12.521	5285	-6.24	0.35
12.971	5329	-5.74	0.30
13.126	5345	-5.81	0.30
13.747	5402	-6.70	0.30
13.783	5403	-6.35	0.30
14.562	5429	-5.89	0.30
14.627	5431	-6.18	0.30
14.716	5434	-5.65	0.30
14.749	5435	-5.99	0.30
14.820	5438	-6.48	0.30
14.902	5440	-6.43	0.30
15.028	5445	-6.86	0.30
15.061	5446	-6.69	0.30
15.098	5447	-6.22	0.30
15.161	5449	-6.37	0.30
15.245	5452	-6.28	0.30
15.379	5456	-6.87	0.21
15.496	5460	-6.69	0.21
15.604	5464	-6.28	0.21
15.692	5467	-6.53	0.21
15.936	5475	-6.27	0.21
16.003	5477	-6.83	0.21
16.336	5488	-6.01	0.21
16.552	5495	-6.97	0.21
17.909	5540	-6.47	0.21
17.972	5542	-7.01	0.21
18.149	5548	-7.15	0.21
18.374	5556	-7.42	0.21
18.624	5564	-6.93	0.21
19.026	5577	-6.77	0.21
19.085	5579	-6.38	0.21
19.210	5583	-7.22	0.21
19.422	5590	-6.58	0.21
19.561	5595	-7.05	0.21
20.123	5614	-7.14	0.21
21.123	5647	-6.05	0.39
21.220	5650	-6.26	0.39
21.356	5654	-6.06	0.39
21.506	5659	-6.57	0.39
21.649	5664	-6.59	0.36
21.771	5668	-6.20	0.36
21.887	5672	-5.92	0.36
21.901	5673	-6.02	0.36
21.974	5675	-6.46	0.36
22.008	5676	-6.38	0.36
22.061	5678	-6.68	0.36
22.091	5679	-5.95	0.36
22.225	5683	-6.74	0.36
22.269	5685	-7.07	0.36
22.488	5692	-7.09	0.36
22.535	5694	-6.64	0.36
22.676	5698	-7.29	0.36
22.791	5702	-6.82	0.36
22.833	5703	-6.87	0.36
22.870	5705	-5.90	0.31
22.955	5707	-7.05	0.31
22.977	5708	-5.31	0.31
23.012	5709	-6.34	0.31
23.068	5711	-6.55	0.31
23.101	5712	-5.47	0.31
23.217	5716	-6.21	0.31
23.408	5722	-6.32	0.31
23.576	5728	-5.46	0.31
23.694	5732	-6.02	0.31
23.767	5734	-6.10	0.31
23.803	5736	-5.69	0.31
23.858	5737	-5.62	0.31
23.952	5741	-5.75	0.31
24.007	5742	-6.13	0.31
24.046	5744	-6.00	0.19
24.085	5745	-6.21	0.19
24.181	5748	-5.67	0.19
24.209	5749	-6.33	0.19
24.375	5755	-5.78	0.19
24.455	5757	-5.60	0.19
24.553	5760	-5.96	0.19
24.587	5762	-6.13	0.19
24.650	5764	-5.51	0.19
24.677	5765	-6.61	0.19
24.739	5767	-6.51	0.19
24.799	5769	-6.52	0.19
24.901	5772	-6.98	0.19
24.951	5774	-6.94	0.19
25.045	5777	-5.89	0.19
25.093	5778	-6.43	0.27
25.236	5783	-5.54	0.27
25.341	5787	-5.66	0.27
25.465	5791	-6.54	0.27
25.546	5793	-6.83	0.27
25.648	5797	-6.87	0.27
25.765	5801	-7.87	0.27
26.302	5818	-6.83	0.27
26.359	5820	-5.99	0.27
26.648	5830	-6.36	0.27
27.150	5847	-5.49	0.27
27.167	5847	-5.86	0.27
27.213	5849	-6.19	0.27
27.259	5850	-5.13	0.27
27.312	5852	-6.68	0.36
27.695	5865	-5.76	0.36
27.963	5874	-6.65	0.36
28.065	5877	-5.72	0.36
28.266	5884	-6.19	0.36
28.455	5890	-6.48	0.36
28.473	5890	-7.09	0.36
28.559	5893	-5.94	0.36
28.677	5897	-6.17	0.36
28.727	5899	-5.43	0.36
28.768	5900	-6.42	0.36
28.805	5901	-6.67	0.36
28.973	5907	-6.85	0.36
29.067	5910	-5.66	0.36
29.130	5912	-6.59	0.37
29.193	5914	-6.56	0.37
29.327	5919	-5.82	0.37
29.327	5919	-7.08	0.37
29.393	5921	-6.31	0.37
29.458	5923	-6.22	0.37
29.552	5926	-7.22	0.37
29.593	5928	-6.68	0.37
29.668	5930	-5.87	0.37
29.694	5931	-6.48	0.37
29.836	5936	-6.50	0.37
30.170	5947	-6.66	0.37
31.020	5975	-6.58	0.32
31.081	5977	-6.72	0.32
31.143	5979	-6.06	0.32
31.153	5979	-5.51	0.32
31.201	5981	-5.97	0.32
31.345	5986	-6.53	0.32
31.368	5986	-7.01	0.32
31.475	5990	-7.06	0.29
31.553	5993	-6.89	0.35
31.654	5996	-6.34	0.35
31.786	6000	-6.48	0.35
31.904	6004	-6.90	0.35
31.932	6005	-6.04	0.35
31.977	6007	-6.54	0.35
32.015	6008	-5.75	0.29
32.051	6009	-6.85	0.29
32.076	6010	-5.94	0.35
32.102	6011	-6.34	0.35
32.128	6012	-6.11	0.35
32.159	6013	-6.71	0.29
32.206	6014	-6.91	0.35
32.342	6019	-6.56	0.32
32.551	6026	-6.47	0.29
32.596	6027	-5.67	0.32
32.668	6030	-5.98	0.32
32.754	6032	-6.47	0.29
32.891	6037	-7.16	0.29
32.933	6038	-6.12	0.29
32.967	6039	-6.38	0.32
33.042	6042	-5.73	0.29
33.177	6046	-6.46	0.29
33.297	6050	-6.13	0.29
33.374	6053	-7.26	0.29
33.405	6054	-6.08	0.29
33.471	6056	-6.09	0.29
33.545	6059	-6.04	0.29
33.713	6064	-6.53	0.18
33.867	6069	-6.39	0.32
34.052	6075	-5.45	0.18
34.182	6080	-6.34	0.18
34.245	6082	-5.41	0.18
34.371	6086	-5.19	0.18
34.533	6091	-5.71	0.18
34.696	6097	-6.34	0.18
34.926	6104	-6.68	0.18
35.177	6113	-5.96	0.18
35.284	6116	-6.91	0.18
35.324	6118	-6.23	0.18
35.376	6119	-6.25	0.18
35.404	6120	-6.69	0.18
35.450	6122	-6.78	0.18
35.562	6126	-5.82	0.18
35.785	6133	-5.92	0.25
36.113	6144	-7.09	0.25
36.620	6161	-5.53	0.25
36.782	6166	-6.52	0.25
37.101	6177	-6.56	0.25
37.341	6185	-6.41	0.25
37.394	6186	-6.27	0.25
37.433	6188	-6.00	0.39
37.465	6189	-6.21	0.39
37.562	6192	-6.32	0.25
37.605	6193	-5.75	0.39
37.669	6195	-5.65	0.25
37.770	6199	-6.78	0.25
38.028	6207	-6.12	0.25
38.076	6209	-6.80	0.25
38.155	6212	-5.70	0.39
38.183	6212	-6.20	0.39
38.432	6221	-6.05	0.23
38.494	6223	-6.96	0.23
38.503	6223	-6.30	0.39
